id,year,authors,title
1717,1999,Pavel Laskov,An Improved Decomposition Algorithm for Regression Support Vector Machines
1718,1999,Chris Mesterharm,A Multi-class Linear Learning Algorithm Related to Winnow
1719,1999,Michael E. Tipping,The Relevance Vector Machine
1720,1999,"Girish N. Patel, Edgar A. Brown, Stephen P. DeWeerth",A Neuromorphic VLSI System for Modeling the Neural Control of Axial Locomotion
1721,1999,"Gunnar R?tsch, Bernhard Sch?lkopf, Alex J. Smola, Klaus-Robert M?ller, Takashi Onoda, Sebastian Mika",v-Arc: Ensemble Learning in the Presence of Outliers
1722,1999,Matthias Seeger,"Bayesian Model Selection for Support Vector Machines, Gaussian Processes and Other Kernel Classifiers"
1723,1999,"Bernhard Sch?lkopf, Robert C. Williamson, Alex J. Smola, John Shawe-Taylor, John C. Platt",Support Vector Method for Novelty Detection
1724,1999,"Geoffrey E. Hinton, Andrew D. Brown",Spiking Boltzmann Machines
1725,1999,Shih-Chii Liu,A Winner-Take-All Circuit with Controllable Soft Max Property
1726,1999,Hagai Attias,A Variational Baysian Framework for Graphical Models
1727,1999,"Yi Li, Philip M. Long",The Relaxed Online Maximum Margin Algorithm
1728,1999,"Dmitri B. Chklovskii, Charles F. Stevens",Wiring Optimization in the Brain
1729,1999,"Nebojsa Jojic, Brendan J. Frey",Topographic Transformation as a Discrete Latent Variable
1730,1999,"Xiuwen Liu, DeLiang L. Wang",Perceptual Organization Based on Temporal Dynamics
1731,1999,"Craig T. Jin, Anna Corderoy, Simon Carlile, Andr? van Schaik",Spectral Cues in Human Sound Localization
1732,1999,Dmitri B. Chklovskii,Optimal Sizes of Dendritic and Axonal Arbors
1733,1999,"Tommi Jaakkola, Marina Meila, Tony Jebara",Maximum Entropy Discrimination
1734,1999,"Craig T. Jin, Simon Carlile",Neural System Model of Human Sound Localization
1735,1999,"Christopher J. C. Burges, David J. Crisp",Uniqueness of the SVM Solution
1736,1999,"Volker Roth, Volker Steinhage",Nonlinear Discriminant Analysis Using Kernel Functions
1737,1999,"Nigel Duffy, David P. Helmbold",Potential Boosters?
1738,1999,Sam T. Roweis,Constrained Hidden Markov Models
1739,1999,Sumio Watanabe,Algebraic Analysis for Non-regular Learning Machines
1740,1999,Timothy X. Brown,Low Power Wireless Communication via Reinforcement Learning
1741,1999,"Christophe Andrieu, Jo?o F. G. de Freitas, Arnaud Doucet",Robust Full Bayesian Methods for Neural Networks
1742,1999,"Zhiyong Yang, Richard S. Zemel",Managing Uncertainty in Cue Combination
1743,1999,"Oliver B. Downs, David J. C. MacKay, Daniel D. Lee",The Nonnegative Boltzmann Machine
1744,1999,Richard M. Golden,Kirchoff Law Markov Fields for Analog Circuit Design
1745,1999,Carl Edward Rasmussen,The Infinite Gaussian Mixture Model
1746,1999,Zhaoping Li,Can VI Mechanisms Account for Figure-Ground and Medial Axis Effects?
1747,1999,"Ming-Hsuan Yang, Dan Roth, Narendra Ahuja",A SNoW-Based Face Detector
1748,1999,"Andrew Y. Ng, Ronald Parr, Daphne Koller",Policy Search via Density Estimation
1749,1999,"Michael C. Mozer, Richard H. Wolniewicz, David B. Grimes, Eric Johnson, Howard Kaushansky",Churn Reduction in the Wireless Industry
1750,1999,"Martin J. Wainwright, Eero P. Simoncelli",Scale Mixtures of Gaussians and the Statistics of Natural Images
1751,1999,"Gustavo Deco, Josef Zihl",A Neurodynamical Approach to Visual Attention
1752,1999,"Si Wu, Hiroyuki Nakahara, Noboru Murata, Shun-ichi Amari",Population Decoding Based on an Unfaithful Model
1753,1999,"Paat Rusmevichientong, Benjamin Van Roy",An Analysis of Turbo Decoding with Gaussian Densities
1754,1999,Brian Sallans,Learning Factored Representations for Partially Observable Markov Decision Processes
1755,1999,"Dirk Ormoneit, Trevor Hastie",Optimal Kernel Shapes for Local Linear Regression
1757,1999,"Mark Zlochin, Yoram Baram",Manifold Stochastic Dynamics for Bayesian Learning
1758,1999,"Amit Manwani, Peter N. Steinmetz, Christof Koch",Channel Noise in Excitable Neural Membranes
1759,1999,"Thea B. Ghiselli-Crippa, Paul W. Munro",Effects of Spatial and Temporal Contiguity on the Acquisition of Spatial Information
1760,1999,"Christian W. Eurich, Stefan D. Wilke, Helmut Schwegler",Neural Representation of Multi-Dimensional Stimuli
1761,1999,"Nuno Vasconcelos, Andrew Lippman",Learning from User Feedback in Image Retrieval Systems
1762,1999,"Peter Ti?o, Georg Dorffner",Building Predictive Models from Fractal Representations of Symbolic Sequences
1763,1999,"Nicholas Roy, Sebastian Thrun",Coastal Navigation with Mobile Robots
1764,1999,"Hava T. Siegelmann, Alexander Roitershtein, Asa Ben-Hur",Noisy Neural Networks and Generalizations
1765,1999,"John W. Fisher III, Alexander T. Ihler, Paul A. Viola",Learning Informative Statistics: A Nonparametnic Approach
1766,1999,"Llew Mason, Jonathan Baxter, Peter L. Bartlett, Marcus R. Frean",Boosting Algorithms as Gradient Descent
1767,1999,"S. Sundararajan, S. Sathiya Keerthi",Predictive App roaches for Choosing Hyperparameters in Gaussian Processes
1768,1999,"Thomas Briegel, Volker Tresp",Robust Neural Network Regression for Offline and Online Learning
1769,1999,"Sebastian Risau-Gusman, Mirta B. Gordon",Understanding Stepwise Generalization of Support Vector Machines: a Toy Model
1770,1999,Thomas G. Dietterich,State Abstraction in MAXQ Hierarchical Reinforcement Learning
1771,1999,Yoram Singer,Leveraged Vector Machines
1772,1999,Sebastian Thrun,Monte Carlo POMDPs
1773,1999,"John C. Platt, Nello Cristianini, John Shawe-Taylor",Large Margin DAGs for Multiclass Classification
1774,1999,"Gal Chechik, Isaac Meilijson, Eytan Ruppin",Effective Learning Requires Neuronal Remodeling of Hebbian Synapses
1775,1999,"Satinder P. Singh, Michael J. Kearns, Diane J. Litman, Marilyn A. Walker",Reinforcement Learning for Spoken Dialogue Systems
1776,1999,"Paul W. Munro, Gerardina Hern?ndez",LTD Facilitates Learning in a Noisy Environment
1777,1999,"Sham Kakade, Peter Dayan",Acquisition in Autoshaping
1778,1999,Mike Schuster,Better Generative Models for Sequential Data Problems: Bidirectional Recurrent Mixture Density Networks
1779,1999,"Howard Hua Yang, John Moody",Data Visualization and Feature Selection: New Algorithms for Nongaussian Data
1780,1999,"Ton Weijters, Antal van den Bosch, Eric O. Postma",Learning Statistically Neutral Tasks without Expert Guidance
1781,1999,Andr? van Schaik,An Analog VLSI Model of Periodicity Extraction
1782,1999,"Bradley Tonkes, Alan Blair, Janet Wiles",Evolving Learnable Languages
1783,1999,"Rajesh P. N. Rao, Terrence J. Sejnowski",Predictive Sequence Learning in Recurrent Neocortical Circuits
1784,1999,"Clay Spence, Lucas C. Parra",Hierarchical Image Probability (H1P) Models
1785,1999,"Marian Stewart Bartlett, Gianluca Donato, Javier R. Movellan, Joseph C. Hager, Paul Ekman, Terrence J. Sejnowski",Image Representations for Facial Expression Coding
1786,1999,"Vijay R. Konda, John N. Tsitsiklis",Actor-Critic Algorithms
1787,1999,"Gavin Smith, Jo?o F. G. de Freitas, Tony Robinson, Mahesan Niranjan",Speech Modelling Using Subspace and EM Techniques
1788,1999,"Stephen Piche, James D. Keeler, Greg Martin, Gene Boe, Doug Johnson, Mark Gerules",Neural Network Based Model Predictive Control
1789,2000,"Koby Crammer, Yoram Singer",Improved Output Coding for Classification Using Continuous Relaxation
1790,2000,"Alex J. Smola, Zolt?n L. ?v?ri, Robert C. Williamson",Regularization with Dot-Product Kernels
1791,2000,Michael E. Tipping,Sparse Kernel Principal Component Analysis
1792,2000,Penio S. Penev,Redundancy and Dimensionality Reduction in Sparse-Distributed Representations of Natural Objects in Terms of Their Local Features
1793,2000,"Richard H. R. Hahnloser, H. Sebastian Seung",Permitted and Forbidden Sets in Symmetric Threshold-Linear Networks
1794,2000,"George Saon, Mukund Padmanabhan",Minimum Bayes Error Feature Selection for Continuous Speech Recognition
1795,2000,"Simon Tong, Daphne Koller",Active Learning for Parameter Estimation in Bayesian Networks
1796,2000,"Mark A. Smith, Garrison W. Cottrell, Karen L. Anderson",The Early Word Catches the Weights
1797,2000,"Richard S. Zemel, Toniann Pitassi",A Gradient-Based Boosting Algorithm for Regression Problems
1798,2000,"Liam Pedersen, Dimitrios Apostolopoulos, William Whittaker",Bayes Networks on Ice: Robotic Search for Antarctic Meteorites
1799,2000,"Ranit Aharonov-Barki, Isaac Meilijson, Eytan Ruppin",Who Does What? A Novel Algorithm to Determine Function Localization
1800,2000,"Ilya Nemenman, William Bialek",Learning Continuous Distributions: Simulations With Field Theoretic Priors
1801,2000,"Angelo Arleo, Fabrizio Smeraldi, St?phane Hug, Wulfram Gerstner","Place Cells and Spatial Navigation Based on 2D Visual Feature Extraction, Path Integration, and Reinforcement Learning"
1802,2000,"Thore Graepel, Ralf Herbrich",The Kernel Gibbs Sampler
1803,2000,"Renato Vicente, David Saad, Yoshiyuki Kabashima",Error-correcting Codes on a Bethe-like Lattice
1804,2000,"James M. Coughlan, Alan L. Yuille",The Manhattan World Assumption: Regularities in Scene Statistics which Enable Bayesian Inference
1805,2000,"Eiji Mizutani, James Demmel",On Iterative Krylov-Dogleg Trust-Region Steps for Solving Neural Networks Nonlinear Least Squares Problems
1806,2000,"Pedro A. d. F. R. H?jen-S?rensen, Ole Winther, Lars Kai Hansen",Ensemble Learning and Linear Response Theory for ICA
1807,2000,"Guy Mayraz, Geoffrey E. Hinton",Recognizing Hand-written Digits Using Hierarchical Products of Experts
1808,2000,"Shai Ben-David, Hans-Ulrich Simon",Efficient Learning of Linear Perceptrons
1809,2000,"Adrienne L. Fairhall, Geoffrey D. Lewen, William Bialek, Robert R. de Ruyter van Steveninck",Multiple Timescales of Adaptation in a Neural Code
1810,2000,"Sepp Hochreiter, Michael C. Mozer",Beyond Maximum Likelihood and Density Estimation: A Sample-Based Criterion for Unsupervised Learning of Complex Models
1811,2000,"Justin A. Boyan, Michael L. Littman",Exact Solutions to Time-Dependent MDPs
1812,2000,"Nuno Vasconcelos, Andrew Lippman",Bayesian Video Shot Segmentation
1813,2000,"Thomas Natschl?ger, Wolfgang Maass",Finding the Key to a Synapse
1814,2000,"Gert Cauwenberghs, Tomaso Poggio",Incremental and Decremental Support Vector Machine Learning
1815,2000,"Brendan J. Frey, Relu Patrascu, Tommi Jaakkola, Jodi Moran",Sequentially Fitting ``Inclusive'' Trees for Inference in Noisy-OR Networks
1816,2000,"Barbara Zenger, Christof Koch",Divisive and Subtractive Mask Effects: Linking Psychophysics and Biophysics
1817,2000,"Vasin Punyakanok, Dan Roth",The Use of Classifiers in Sequential Inference
1818,2000,"Rudolph van der Merwe, Arnaud Doucet, Nando de Freitas, Eric A. Wan",The Unscented Particle Filter
1819,2000,"David B. Grimes, Michael C. Mozer",The Interplay of Symbolic and Subsymbolic Processes in Anagram Problem Solving
1820,2000,"Un-Min Bae, Soo-Young Lee",Combining ICA and Top-Down Attention for Robust Speech Recognition
1821,2000,"Anders Jonsson, Andrew G. Barto",Automated State Abstraction for Options using the U-Tree Algorithm
1822,2000,"Colin Campbell, Kristin P. Bennett",A Linear Programming Approach to Novelty Detection
1823,2000,"Asa Ben-Hur, David Horn, Hava T. Siegelmann, Vladimir Vapnik",A Support Vector Method for Clustering
1824,2000,"Susanne Still, Bernhard Sch?lkopf, Klaus Hepp, Rodney J. Douglas",Four-legged Walking Gait Control Using a Neuromorphic Chip Interfaced to a Support Vector Learning Algorithm
1825,2000,"D?rthe Malzahn, Manfred Opper",Learning Curves for Gaussian Processes Regression: A Framework for Good Approximations
1826,2000,Sumio Watanabe,Algebraic Information Geometry for Learning Machines with Singularities
1827,2000,"Shimon Edelman, Nathan Intrator","A Productive, Systematic Framework for the Representation of Visual Structure"
1828,2000,"Silvia Scarpetta, Zhaoping Li, John A. Hertz",Spike-Timing-Dependent Learning for Oscillatory Networks
1829,2000,"Xiaohui Xie, Richard H. R. Hahnloser, H. Sebastian Seung",Learning Winner-take-all Competition Between Groups of Neurons in Lateral Inhibitory Networks
1830,2000,"Marina Meila, Jianbo Shi",Learning Segmentation by Random Walks
1831,2000,Christian R. Shelton,Balancing Multiple Sources of Reward in Reinforcement Learning
1832,2000,"Jonathan S. Yedidia, William T. Freeman, Yair Weiss",Generalized Belief Propagation
1833,2000,Tong Zhang,Regularized Winnow Methods
1834,2000,"Sophie Den?ve, Jean-Ren? Duhamel, Alexandre Pouget",A New Model of Spatial Representation in Multimodal Brain Areas
1835,2000,"Trausti T. Kristjansson, Brendan J. Frey",Keeping Flexible Active Contours on Track using Metropolis Updates
1836,2000,"Javier R. Movellan, Paul Mineiro, Ruth J. Williams",Partially Observable SDE Models for Image Sequence Recognition Tasks
1837,2000,"Natalia Hernandez-Gardiol, Sridhar Mahadevan",Hierarchical Memory-Based Reinforcement Learning
1838,2000,"Frank Dellaert, Steven M. Seitz, Sebastian Thrun, Charles E. Thorpe",Feature Correspondence: A Markov Chain Monte Carlo Approach
1839,2000,"Yoshua Bengio, R?jean Ducharme, Pascal Vincent",A Neural Probabilistic Language Model
1840,2000,"Robert St-Aubin, Jesse Hoey, Craig Boutilier",APRICODD: Approximate Policy Construction Using Decision Diagrams
1841,2000,"Jun Morimoto, Kenji Doya",Robust Reinforcement Learning
1842,2000,"Szabolcs K?li, Peter Dayan",Hippocampally-Dependent Consolidation in a Hierarchical Model of Neocortex
1843,2000,"Cynthia Archer, Todd K. Leen",From Mixtures of Mixtures to Adaptive Transform Coding
1844,2000,"Ralf Herbrich, Thore Graepel",A PAC-Bayesian Margin Bound for Linear Classifiers: Why SVMs work
1845,2000,"Joshua B. Tenenbaum, Thomas L. Griffiths",Structure Learning in Human Causal Induction
1846,2000,"David A. Cohn, Thomas Hofmann",The Missing Link - A Probabilistic Model of Document Content and Hypertext Connectivity
1847,2000,William Bialek,Stability and Noise in Biochemical Switches
1848,2000,"Alexander G. Gray, Andrew W. Moore",`N-Body' Problems in Statistical Learning
1849,2000,"Dirk Ormoneit, Peter W. Glynn",Kernel-Based Reinforcement Learning in Average-Cost Problems: An Application to Optimal Portfolio Choice
1850,2000,"Jason Weston, Sayan Mukherjee, Olivier Chapelle, Massimiliano Pontil, Tomaso Poggio, Vladimir Vapnik",Feature Selection for SVMs
1851,2000,"Kevin A. Archie, Bartlett W. Mel",Dendritic Compartmentalization Could Underlie Competition and Attentional Biasing of Simultaneous Visual Stimuli
1852,2000,"Peter Dayan, Sham Kakade",Explaining Away in Weight Space
1853,2000,Thomas P. Minka,Automatic Choice of Dimensionality for PCA
1854,2000,"Olivier Bousquet, Andr? Elisseeff",Algorithmic Stability and Generalization Performance
1855,2000,"Fernando P?rez-Cruz, Pedro Luis Alarc?n-Diana, Angel Navia-V?zquez, Antonio Art?s-Rodr?guez",Fast Training of Support Vector Classifiers
1856,2000,"Scott Saobing Chen, Ramesh A. Gopinath",Gaussianization
1857,2000,"Martin J. Wainwright, Erik B. Sudderth, Alan S. Willsky",Tree-Based Modeling and Estimation of Gaussian Processes on Graphs with Cycles
1858,2000,"K. Y. Michael Wong, Hidetoshi Nishimori",Stagewise Processing in Error-correcting Codes and Image Restoration
1859,2000,"Brendan J. Frey, Anitha Kannan",Accumulator Networks: Suitors of Local Probability Propagation
1860,2000,"Odelia Schwartz, Eero P. Simoncelli",Natural Sound Statistics and Divisive Normalization in the Auditory System
1861,2000,"Daniel D. Lee, H. Sebastian Seung",Algorithms for Non-negative Matrix Factorization
1862,2000,Bernhard Sch?lkopf,The Kernel Trick for Distances
1863,2000,"Oren Shriki, Haim Sompolinsky, Daniel D. Lee",An Information Maximization Approach to Overcomplete and Recurrent Representations
1864,2000,Claudio Gentile,A New Approximate Maximal Margin Classification Algorithm
1865,2000,"Igor V. Cadez, Padhraic Smyth","Model Complexity, Goodness of Fit and Diminishing Returns"
1866,2000,"Christopher K. I. Williams, Matthias Seeger",Using the Nystr?m Method to Speed Up Kernel Machines
1867,2000,"Blaise Ag?era y Arcas, Adrienne L. Fairhall, William Bialek",What Can a Single Neuron Compute?
1868,2000,Adam Kowalczyk,Sparsity of Data Representation of Optimal Kernel Machine and Leave-one-out Estimator
1869,2000,"Huma Lodhi, John Shawe-Taylor, Nello Cristianini, Christopher J. C. H. Watkins",Text Classification using String Kernels
1870,2000,"Thore Graepel, Ralf Herbrich, Robert C. Williamson",From Margin to Sparsity
1871,2000,Mark J. F. Gales,Factored Semi-Tied Covariance Matrices
1872,2000,"Sham Kakade, Peter Dayan",Dopamine Bonuses
1873,2000,Christopher K. I. Williams,On a Connection between Kernel PCA and Metric Multidimensional Scaling
